10000,6.232000000001847e-06,0.9545595410000001
11000,1.2334000000002732e-05,1.2072619919999998
12000,1.6834000000187643e-05,1.508284042
13000,3.2669999998624633e-06,1.8614714509999999
14000,9.386000000333183e-06,2.2672314360000003
15000,5.947000000006142e-06,2.680909669
16000,4.490000000245686e-06,3.1787348079999997
17000,4.973999999435819e-06,3.7532934980000014
18000,5.654999998938592e-06,4.361503051
19000,3.161999998724241e-06,0.0018312750000006872
20000,2.711000000488184e-06,5.6501912019999985
21000,9.131999998857054e-06,6.382135239
22000,3.6969999968050615e-06,7.161428907000001
23000,8.145000002457436e-06,8.030679399999997
24000,9.805999994227932e-06,8.934385735000006
25000,6.808999998497711e-06,9.966824923999994
26000,3.0460000033372125e-06,10.970337432999997
27000,5.47699998776352e-06,12.110557750000012
28000,7.0570000048064685e-06,13.316375860999997
29000,5.291999997325547e-06,14.599636817000004
30000,6.853999991562887e-06,16.155765696999993
31000,4.423999996561179e-06,17.423625138999995
32000,3.2639999858474766e-06,18.951128087
33000,6.2260000106562075e-06,20.572116201
34000,1.0154000023021581e-05,22.282452029000012
35000,3.238000005012509e-06,24.093860987
36000,5.20899999401081e-06,26.135587216000005
37000,6.1399999822242535e-06,27.883408529999997
38000,4.8379999952885555e-06,29.78575979300001
39000,1.0968000026423397e-05,31.682800186999998
40000,1.0915000018485443e-05,33.91205922400002
41000,5.477999991398974e-06,35.875311160000024
42000,9.120000015627738e-06,38.135065183999984
43000,3.241999991132616e-06,0.008705993999967632
44000,1.73720000020694e-05,42.768305279
45000,8.758999967994896e-06,45.308530109
46000,4.664000016418868e-06,47.960246686999994
47000,4.977000003236753e-06,50.497581364999974
48000,4.965000016454724e-06,53.29123006999998
49000,1.0143999929823622e-05,56.21345579799993
50000,6.944999995539547e-06,59.319441634999976
51000,9.305999924436037e-06,62.41242534700007
52000,9.826999985307339e-06,65.65953504899994
53000,1.0112000040862767e-05,68.82118721500001
54000,5.683000040335173e-06,72.37044192799999
55000,8.189000027414295e-06,75.77571501600005
56000,5.909000037718215e-06,79.41405964399996
57000,6.000999974276056e-06,83.43388142000003
58000,4.013000079794438e-06,87.05997172000002
59000,9.352000006401795e-06,91.2323116550001
60000,1.0731999964264105e-05,95.48544919200003
61000,5.1389999953244114e-06,99.69495214699987
62000,8.566000133214402e-06,103.99579991399992
63000,8.539999953427468e-06,108.42480386900002
64000,5.743000201618997e-06,113.23483988399994
65000,6.250000069485395e-06,117.90504132399997
66000,9.880999641609378e-06,123.33854561999988
67000,7.0750002123531885e-06,127.94568139500007
68000,1.0557999758020742e-05,133.3293858129996
69000,8.619000254839193e-06,138.63547516300014
70000,7.036000170046464e-06,144.18510412900014
71000,8.118000096146716e-06,149.90691060699965
72000,4.275000264897244e-06,155.58387521399982
73000,5.761000011261785e-06,161.60726638699998
74000,6.632999884459423e-06,166.89870918899987
